Gene,Entrez,Fold change
SLC2A13,114134,-1.52
MSRA,4482,-1.21
OSBPL8,114882,1.3
RUSC1,23623,-7.92E-01
LY6G6D,58530,3.63
ECE1,1889,-8.06E-01
PPP6C,5537,-5.63E-01
PDCD2,5134,1.22
KHDRBS1,10657,7.45E-01
RCN1,5954,1.32
LTA4H,4048,1.08
SETD2,29072,1.05
PDRG1,81572,1.22
METRNL,284207,-1.53
SRGAP1,57522,-7.43E-01
ALKBH8,91801,6.08E-01
SMAD3,4088,-1.16
GOLGA1,2800,-8.45E-01
ADCY9,115,-1.69
NR5A2,2494,-1.86
ARF6,382,-1.02
GAS5,60674,1.56
BEND5,79656,-3.47E-01
MINA,84864,1.48
PROSER1,80209,1.7
CDK5,1020,9.80E-01
PWWP2B,170394,-1.01
SRPX,8406,-2.75
VMA21,203547,1.12
TIMM8A,1678,1.21
EIF2S3,1968,1.19
ZNF182,7569,1.11
ASNSD1,54529,8.78E-01
RPL29,6159,8.46E-01
TMEM133,83935,-1.32
VPRBP,9730,8.40E-01
LYN,4067,1.01
PAICS,10606,1.63
MFN2,9927,-7.76E-01
RPL7,6129,3.94E-01
TOMM20,9804,1.02
MT1H,4496,-2.11
PRKAR2B,5577,-2.31
SSU72,29101,-1.01
FAM200A,221786,7.46E-01
MGLL,11343,-1.37
NFYC,4802,-7.33E-01
TBC1D15,64786,4.94E-01
RELN,5649,-9.26E-01
PAFAH1B1,5048,-1.07
WDR43,23160,1.13
TRIM4,89122,1.38
RB1CC1,9821,1.22
RHOC,389,-1.08
MPHOSPH9,10198,1.18
ATP13A4,84239,-8.79E-01
METTL5,29081,1.04
TAF2,6873,6.95E-01
C2orf72,257407,-1.16
SLC2A12,154091,1.75
RCL1,10171,1.24
SP5,389058,1.81
POLR1A,25885,6.05E-01
GRM5,2915,4.27E-01
KIF20A,10112,1.88
TRNT1,51095,8.28E-01
STRAP,11171,7.48E-01
ACTR3B,57180,1.22
PABPC1L,80336,1.96
RPS15A,6210,8.40E-01
PDLIM5,10611,-7.42E-01
RPIA,22934,1.08
SHPRH,257218,1.33
NCOR1,9611,-7.60E-01
MIER1,57708,-1.33
EVPL,2125,9.31E-01
RAPGEF1,2889,-8.80E-01
C2CD2L,9854,-1.04
CLPTM1,1209,-4.22E-01
RNF152,220441,-8.53E-01
PAIP1,10605,7.98E-01
RAP1B,5908,-5.33E-01
AASDH,132949,8.76E-01
GOLGA3,2802,-6.86E-01
TMEM220,388335,-2.38
MAP3K13,9175,-7.43E-01
SCML1,6322,1.71
ZNHIT6,54680,1.25
LYST,1130,-1.28
WDR36,134430,9.75E-01
TADA2B,93624,-5.03E-01
FXYD5,53827,1.13
PATZ1,23598,1.23
KBTBD12,166348,-8.84E-01
ATXN7,6314,-7.07E-01
EIF2A,83939,1.07
TLN2,83660,-8.56E-01
MAST3,23031,-9.18E-01
C2orf44,80304,6.05E-01
ZNF140,7699,9.43E-01
PHF6,84295,8.44E-01
UNC5C,8633,-7.36E-01
CHCHD7,79145,1.3
INO80B,83444,4.36E-01
CASC5,57082,7.87E-01
GRAMD1A,57655,1
VAPA,9218,-8.00E-01
RNASEL,6041,-1.41
LGALS2,3957,-2.72
DDX55,57696,9.05E-01
EPB41L4A-AS2,54508,-5.02E-01
UBXN7,26043,1.01
CLDN5,7122,-1.37
NCBP2,22916,9.71E-01
MAGOHB,55110,1.36
P2RY14,9934,-2.55
GLS2,27165,1.11
RFC3,5983,2.07
TNFRSF17,608,-1.65
ZSCAN30,100101467,-4.89E-01
DCBLD1,285761,1.17
SMARCE1,6605,8.84E-01
LHFPL2,10184,-8.96E-01
CYP2S1,29785,1.11
CTDP1,9150,-4.99E-01
TOMM5,401505,9.30E-01
POFUT1,23509,1.15
SECISBP2L,9728,-1.04
PIBF1,10464,1.57
ZNF124,7678,8.05E-01
ST7,7982,1.01
MYO9B,4650,-4.39E-01
TNFSF15,9966,5.97E-01
PDCD2L,84306,1.45
GPR108,56927,-6.73E-01
CHIC2,26511,-9.04E-01
TPT1-AS1,100190939,7.37E-01
SMARCC1,6599,1.19
CDC5L,988,6.82E-01
NBL1,4681,-1.25
TRPM2,7226,1.07
CEP170B,283638,-8.56E-01
SRPX2,27286,2.37
EIF4G3,8672,-7.80E-01
MRPL41,64975,-7.43E-01
ABCE1,6059,1.35
NMD3,51068,9.07E-01
BLVRB,645,-1.1
ASF1A,25842,1.07
NPTN,27020,-6.25E-01
RCBTB1,55213,1.82
SPDEF,25803,-1.7
ZNF670,93474,1.11
ATP6V1D,51382,-9.28E-01
RIMKLA,284716,-8.22E-01
TFAM,7019,6.70E-01
ZCRB1,85437,8.64E-01
ZNF627,199692,1.07
VPS37B,79720,-1.31
PDE4D,5144,-1.47
ZBTB7C,201501,-2.09
GEMIN8,54960,1.16
KIF18A,81930,1.54
UBE2D3,7323,-4.90E-01
PADI2,11240,-1.57
TP53I3,9540,-1.6
ZNF33B,7582,8.34E-01
TDRKH,11022,1.4
MDM4,4194,-3.81E-01
CCDC86,79080,1.14
SPECC1,92521,-5.40E-01
TAF1D,79101,1.38
CDCA7,83879,1.82
NAA16,79612,1.17
KRCC1,51315,-8.89E-01
SLCO4A1,28231,2.02
LTV1,84946,1.23
STC2,8614,1.95
PLXNA2,5362,-1.02
JMJD1C-AS1,84989,-8.61E-01
SFRP1,6422,-2.54
ZFAND6,54469,-5.38E-01
HEPACAM2,253012,-3.36
LRRC6,23639,1.55
FKBP8,23770,-4.10E-01
HIST3H2A,92815,1.11
SPATA20,64847,-9.14E-01
QTRTD1,79691,1.15
ARRDC4,91947,-1.68
GPR161,23432,-5.58E-01
FAM160A2,84067,-1.12
DBR1,51163,1.07
ITPK1,3705,-6.61E-01
LOC730101,730101,1.46
MRPS33,51650,8.10E-01
SCN9A,6335,-7.75E-01
NOP58,51602,1
NUPL1,9818,1.15
ZNF318,24149,1.12
SPIN1,10927,9.05E-01
TDRD7,23424,-8.75E-01
CEACAM3,1084,-6.07E-01
FANCM,57697,7.07E-01
CAPN13,92291,-1.16
MYCBP2,23077,5.77E-01
GDPD5,81544,1.17
ZNF202,7753,8.99E-01
ADSL,158,9.60E-01
SMG6,23293,-4.60E-01
RPL37,6167,9.88E-01
CRAT,1384,-1.16
GPD1L,23171,-1.38
RIMS3,9783,-8.44E-01
ATP5D,513,-8.54E-01
NR2C2AP,126382,7.91E-01
SLC25A25,114789,-7.82E-01
WWOX,51741,1.3
KRT8P12,90133,-6.49E-01
SPON1,10418,-3.01
CPEB3,22849,-9.40E-01
CIDEB,27141,-1.28
LARGE,9215,-7.77E-01
XPO4,64328,1.4
ADAP2,55803,-1.05
KDM1A,23028,1.16
GGA1,26088,-5.57E-01
MTG2,26164,8.47E-01
EIF3E,3646,9.76E-01
CETN2,1069,1.35
PPP1R16B,26051,-8.57E-01
EP400,57634,4.30E-01
CLCN5,1184,1.45
CDK6,1021,1.75
CHP1,11261,-1.19
CCDC85C,317762,-1.09
MSX1,4487,2.02
KNSTRN,90417,1.23
SGSM3,27352,-7.74E-01
CENPT,80152,-1.17
CAMK2N1,55450,-1.42
SMC3,9126,1.49
SNX24,28966,-7.69E-01
DCLRE1A,9937,9.30E-01
UHRF1BP1,54887,8.45E-01
MCL1,4170,-1.59
TTLL6,284076,-1.48
UBA6,55236,1.09
CALM2,805,-4.11E-01
SNHG10,283596,9.67E-01
IL1R2,7850,-2.86
PAXIP1,22976,1.08
ADD1,118,-7.24E-01
CLUAP1,23059,9.73E-01
OSGEPL1,64172,1.49
RBAK,57786,6.03E-01
ZNF672,79894,-5.60E-01
VPS4A,27183,-5.98E-01
RPL14,9045,4.51E-01
DPY19L4,286148,1.18
ANP32A,8125,8.81E-01
IL10RA,3587,-1.21
FLJ36848,647115,-1.12
MALSU1,115416,8.13E-01
ASAP3,55616,-8.84E-01
EXOSC8,11340,1.23
BAG4,9530,8.35E-01
OGFOD1,55239,1.07
MRI1,84245,8.59E-01
HPS3,84343,8.79E-01
SSPN,8082,-2.11
TLCD2,727910,-1.59
METTL7A,25840,-1.99
SMYD3,64754,1.33
LINC01016,100507584,4.29E-01
POLB,5423,1.04
RSRC1,51319,1.49
C5orf34,375444,1.06
PM20D2,135293,1.61
TMEM9,252839,1.34
CDK13,8621,4.95E-01
IL17RC,84818,-5.53E-01
PNPT1,87178,1.46
ATAD2,29028,1.11
DSCC1,79075,1.65
SORD,6652,1.34
CFAP97,57587,1.49
BMP2,650,-2.38
OSGIN1,29948,-5.60E-01
SCGB2A1,4246,-2.09
SNHG17,388796,1.45
IGF1,3479,-1.22
UBN2,254048,8.79E-01
INPP5A,3632,-1.01
BTBD9,114781,-6.42E-01
RPP40,10799,1.64
MMP7,4316,2.38
BOD1,91272,1.23
DGKA,1606,-1.34
FTSJ2,29960,8.21E-01
PPP1R13B,23368,-8.57E-01
CALCOCO2,10241,-6.80E-01
RPE,6120,9.33E-01
MTAP,4507,6.62E-01
PXN,5829,-6.27E-01
ZNF573,126231,1.08
MT2A,4502,-1.77
ATRX,546,1.51
UNC5B,219699,-1.2
BCDIN3D,144233,7.45E-01
UBE2C,11065,1.89
NFAT5,10725,1.42
INPP1,3628,-1.24
MKNK1,8569,-5.93E-01
DDX18,8886,9.03E-01
ZNF420,147923,1.4
SESN2,83667,-1.01
EPSTI1,94240,1.75
CDADC1,81602,1.25
BCL11A,53335,9.19E-01
ZCCHC7,84186,8.78E-01
OGN,4969,-3.17
SSRP1,6749,1.23
FZD6,8323,1.57
SMAD5,4090,1.29
NLRX1,79671,-6.97E-01
ANAPC2,29882,-7.64E-01
BORA,79866,1.57
ZBTB43,23099,-5.87E-01
MRPL17,63875,1.11
LRRC58,116064,4.03E-01
CYP26B1,56603,-1
RAB15,376267,1.29
ZNF280B,140883,1.25
GTF3C3,9330,1.1
ZNF74,7625,9.19E-01
NAP1L2,4674,-1.72
MRPL42,28977,1.3
ANKRD9,122416,-1.16
PAFAH1B3,5050,1.22
SAR1B,51128,-9.50E-01
P4HA1,5033,1.26
TMEM33,55161,8.46E-01
IFT80,57560,8.46E-01
ECT2,1894,1.09
CCPG1,9236,-7.70E-01
ATP6V1C1,528,1.12
ZNF680,340252,9.96E-01
CARHSP1,23589,8.81E-01
PCMTD2,55251,1.69
PHF20L1,51105,7.92E-01
PTPN12,5782,8.72E-01
GPN1,11321,6.48E-01
POLR2J2,246721,4.80E-01
HSP90AA1,3320,8.27E-01
ZG16,653808,-4.45
RBM28,55131,1.21
NAT10,55226,1.05
FTH1P5,2509,-4.23E-01
RAVER2,55225,-1.07
KIAA1551,55196,1.47
RPL10A,4736,9.38E-01
LOC439911,439911,-8.32E-01
AMZ2,51321,1.29
CENPI,2491,1.05
SEMA6D,80031,-2.84
ENPP5,59084,1.36
ZNF195,7748,9.46E-01
KIAA0020,9933,9.95E-01
PPIG,9360,7.68E-01
TESC,54997,2.05
SHMT2,6472,1.2
PTGDS,5730,-1.43
RBM24,221662,-2.37
C11orf86,254439,-1.69
MLEC,9761,1.06
NUDT16,131870,-5.24E-01
FGD4,121512,-4.99E-01
CCDC68,80323,-1.97
GSTA1,2938,-1.15
GNG4,2786,1.99
DFFA,1676,9.51E-01
GDE1,51573,-8.08E-01
EIF3D,8664,9.29E-01
GTF2H5,404672,9.76E-01
CAPRIN1,4076,6.31E-01
PLCB4,5332,2.13
DPP10-AS1,389023,-1.5
OTUD6B,51633,1.36
PRADC1,84279,-8.47E-01
ZC3H15,55854,8.09E-01
RMND1,55005,1.11
NSMCE1,197370,8.77E-01
DDX10,1662,1.18
SLC13A2,9058,-2.04
MMRN1,22915,-8.62E-01
ANGEL1,23357,7.68E-01
ZNF616,90317,5.37E-01
KDELC1,79070,1.2
AES,166,-7.11E-01
CIRH1A,84916,1.12
FGL2,10875,-2.01
RPL12,6136,6.28E-01
GIMAP5,55340,-9.64E-01
FAM83E,54854,-1.1
AHCY,191,1.55
WNT2,7472,1.02
WDR7,23335,-1.16
RPS2,6187,8.35E-01
B4GALT1,2683,-1.4
CCNYL1,151195,-1.93
TUBD1,51174,1.16
ERGIC2,51290,1.08
C7,730,-2.57
ZC3H7A,29066,6.82E-01
SETDB2,83852,1.02
LOC440983,440983,4.42E-01
NFS1,9054,1.11
FARP1,10160,1.42
LAMA1,284217,-2.48
TNPO2,30000,8.28E-01
RNPEPL1,57140,-5.49E-01
RPL27A,6157,6.07E-01
MTMR3,8897,-4.90E-01
PIK3CG,5294,-1.51
TSEN15,116461,1.39
PWWP2A,114825,3.80E-01
GNL3,26354,1.43
NEDD1,121441,1.27
TDP1,55775,1.24
LPGAT1,9926,1.05
TBC1D9B,23061,-5.49E-01
FNIP1,96459,8.92E-01
SLC20A2,6575,-9.27E-01
TUBGCP3,10426,1.25
C5orf24,134553,9.01E-01
INO80C,125476,-1.12
CHMP1A,5119,-7.16E-01
LEPREL1,55214,-2.67
TMEM131,23505,-1.05
LARP4B,23185,-4.11E-01
TNPO3,23534,5.16E-01
WDR37,22884,-6.94E-01
ABCG2,9429,-3.93
MIB1,57534,8.81E-01
SCAMP2,10066,-1.1
RCAN1,1827,-1.35
VIP,7432,-3.58
ORC4,5000,6.65E-01
FLNB,2317,-1.16
HPS4,89781,8.00E-01
TPD52L1,7164,1.25
KCNK6,9424,-1.04
PHGR1,644844,-1.41
ASPA,443,-1.49
SDF4,51150,-7.10E-01
GRIN2D,2906,9.60E-01
PEX5,5830,8.75E-01
DUSP3,1845,-5.98E-01
PCYT1A,5130,-5.14E-01
MTF1,4520,-4.77E-01
SNRPD3,6634,7.47E-01
USP9X,8239,1.34
ZC3HC1,51530,6.77E-01
PKIB,5570,-3.73
ADO,84890,1.01
CLSTN1,22883,-7.61E-01
P2RY2,5029,-1.28
SYNRG,11276,-4.48E-01
ENY2,56943,8.72E-01
MEAF6,64769,9.31E-01
ATP2B1,490,-1.7
C12orf66,144577,1.25
RPS4X,6191,4.10E-01
DCLK1,9201,-2.08
SMIM12,113444,-7.48E-01
PNO1,56902,1.26
SLC15A4,121260,6.84E-01
C4orf46,201725,1.55
TBC1D24,57465,1.03
RIOK3,8780,-1.2
SKA3,221150,1.36
SLC35D1,23169,-1.47
TBC1D10A,83874,-5.91E-01
SCYL2,55681,-1.04
PEAK1,79834,-8.08E-01
CCT8,10694,7.91E-01
SPINK5,11005,-3.19
CDC27,996,9.60E-01
CTDSP2,10106,-8.67E-01
RAB8A,4218,-1.02
LOC100132884,100132884,9.66E-01
YEATS4,8089,1.27
BLOC1S5,63915,9.58E-01
GAPDHP62,100128961,1.21
MT1G,4495,-1.93
METTL6,131965,7.53E-01
SNORA72,26775,4.35E-01
EDC4,23644,-4.84E-01
SEC63,11231,1.05
EPS8L1,54869,-1.26
MATR3,9782,1.11
SH3BGRL3,83442,-1.41
NACA,4666,7.69E-01
DPF3,8110,-9.61E-01
DNAJC15,29103,9.27E-01
BYSL,705,1.34
UBXN4,23190,7.06E-01
C11orf58,10944,7.41E-01
IMPDH1,3614,5.92E-01
KNOP1,400506,9.47E-01
TTI1,9675,1.38
CENPN,55839,1.62
LRP6,4040,4.70E-01
NUP210,23225,1.11
PIGY,84992,5.22E-01
SSBP1,6742,1.16
LOC101927746,101927746,4.54E-01
NOM1,64434,1.16
MNAT1,4331,9.24E-01
MIPEPP3,650794,1.13
ESD,2098,8.66E-01
CPNE3,8895,1.2
HADHA,3030,-7.84E-01
H2AFY,9555,8.15E-01
TULP3,7289,1.09
PAK1IP1,55003,1.23
SOX13,9580,-6.26E-01
SMAD1,4086,-7.41E-01
SLC51B,123264,-2.64
LTK,4058,-9.39E-01
FCRL5,83416,-7.28E-01
PSMA7,5688,9.83E-01
MGST3,4259,-9.21E-01
CCT4,10575,8.70E-01
BTNL3,10917,-1.31
PODXL,5420,1.47
TWISTNB,221830,1.35
RFWD3,55159,9.89E-01
MFSD11,79157,-8.70E-01
ERP27,121506,2.07
PIP5K1B,8395,-1.53
PITX1,5307,1
NPM1,4869,1.34
PDE7B,27115,-1.01
CCNJ,54619,1.29
FAM189A2,9413,-1.14
PGM2,55276,6.90E-01
RPS27,6232,5.23E-01
TPSAB1,7177,-8.02E-01
ANTXR2,118429,-1.43
CBLN2,147381,-1.07
BCAS1,8537,-2.04
DTX2P1-UPK3BP1-PMS2P11,441263,7.33E-01
TSPAN5,10098,9.65E-01
ZNF185,7739,1.24
SPAG4,6676,9.56E-01
IRF2,3660,-5.97E-01
SERTAD1,29950,-1.18
KIAA1107,23285,6.12E-01
SNX25,83891,8.44E-01
CHAF1B,8208,6.32E-01
AGFG1,3267,9.78E-01
TOX,9760,-1.89
PHF20,51230,1.09
MGC27345,157247,6.01E-01
CHD3,1107,-7.78E-01
FOXO1,2308,-9.93E-01
ARHGAP42,143872,-1.59
NFYB,4801,8.26E-01
STK3,6788,1.08
CNPPD1,27013,-6.43E-01
ARSK,153642,7.21E-01
RRP1,8568,6.72E-01
S100PBP,64766,7.91E-01
AUNIP,79000,1.05
CALM3,808,-7.17E-01
MUC12,10071,-2.22
RANBP1,5902,1.33
TRANK1,9881,-1.24
TAF1B,9014,1.06
FYTTD1,84248,8.47E-01
PPP2R3A,5523,-1.33
ELF1,1997,7.58E-01
KMT2A,4297,9.58E-01
LOC100505501,100505501,-1.12
LOC100506918,100506918,1.72
RPUSD3,285367,6.15E-01
KIF3A,11127,1.21
LOC344887,344887,-1.57
CCSAP,126731,1.3
NAMPT,10135,1.25
STK17A,9263,-1.14
PSMA2,5683,8.08E-01
PPP1R12B,4660,-2.01
E2F5,1875,1.56
RHBDF2,79651,8.97E-01
LINC00858,170425,6.21E-01
FGFBP1,9982,-2.78
NPRL3,8131,5.64E-01
PSKH1,5681,-4.24E-01
LOC100133660,100133660,-1.43
NOD2,64127,1.46
C21orf59,56683,9.43E-01
QSER1,79832,9.34E-01
ATN1,1822,-2.61E-01
MMP15,4324,-1.21
ZNF800,168850,8.49E-01
STRIP2,57464,6.83E-01
NSUN5,55695,8.77E-01
PRKACB,5567,-1.72
TGIF2,60436,1.71
PPT1,5538,1.37
SLC22A23,63027,-1.22
GCA,25801,1.06
CAP1,10487,-6.99E-01
UBA2,10054,1.07
ARL14,80117,-3.08
GAS2,2620,5.97E-01
AIMP1,9255,4.47E-01
BRCC3,79184,1.08
SULT1A2,6799,-1.48
ADRB2,154,-1.1
TRMT61B,55006,1.05
PPP3CB,5532,-1.01
TRMT11,60487,1.24
CD63,967,-6.49E-01
PRPF6,24148,1.11
STK10,6793,-6.31E-01
PDAP1,11333,2.03E-01
BEND4,389206,-4.01E-01
SLC30A4,7782,-1.47
NUSAP1,51203,1.71
FOXK1,221937,1.09
ZFP64,55734,9.46E-01
TAX1BP3,30851,-8.91E-01
RPLP0,6175,3.82E-01
ANGPTL6,83854,-4.66E-01
SAV1,60485,6.04E-01
LOC100507281,100507281,-5.14E-01
ATP8B3,148229,-2.85E-01
DLST,1743,-7.54E-01
TEAD1,7003,9.22E-01
ELP6,54859,-2.99E-01
PAG1,55824,-2.13
PPP1CB,5500,-7.73E-01
TCEB1,6921,7.83E-01
TLE4,7091,-3.74E-01
GPS2,2874,-6.81E-01
COX15,1355,8.10E-01
POLR2G,5436,7.55E-01
SMIM6,100130933,-1.21
MEX3A,92312,5.70E-01
PEX3,8504,1.34
SRD5A1,6715,1.2
ANKRD16,54522,1.21
KIAA1429,25962,8.50E-01
PHKA1,5255,1.22
TMEM217,221468,-4.42E-01
TRAPPC10,7109,-6.44E-01
FOXP2,93986,-2.66
STX6,10228,7.45E-01
ANAPC1,64682,1.21
VPS9D1,9605,-7.96E-01
RPS3,6188,6.25E-01
INF2,64423,-9.14E-01
VPS72,6944,4.89E-01
PDZD3,79849,-7.70E-01
C12orf65,91574,4.67E-01
NT5C3B,115024,1.29
OTUD4,54726,7.82E-01
TACSTD2,4070,3.29
TMPRSS2,7113,-1.19
CTDNEP1,23399,-4.61E-01
AKNA,80709,-7.08E-01
GREM2,64388,-1.45
CDCA4,55038,9.37E-01
RHNO1,83695,1.27
ELOVL6,79071,-1.6
SIVA1,10572,-6.93E-01
AGGF1,55109,6.89E-01
RUNDC3B,154661,-2.25
NR3C1,2908,-6.62E-01
NAT9,26151,6.81E-01
TAF4B,6875,1.34
XRCC4,7518,9.78E-01
LIG3,3980,6.88E-01
AGPAT3,56894,-6.12E-01
DMXL1,1657,-1.08
FAM132A,388581,-1.59
FIGNL1,63979,1.49
RPL28,6158,6.71E-01
LOC100506314,100506314,9.59E-01
SDCBP2,27111,-2.23
SS18L1,26039,1.02
GCC2,9648,-6.46E-01
RPS25,6230,5.92E-01
DTD2,112487,6.92E-01
CCL28,56477,-1.86
SPIN3,169981,1
ZNF37A,7587,6.83E-01
HEXIM1,10614,-7.01E-01
POLA1,5422,1.37
PHLDB2,90102,-3.21E-01
SDHAP1,255812,-6.70E-01
N6AMT2,221143,1.05
SCAI,286205,7.21E-01
LOC100506098,100506098,9.58E-01
ZNF785,146540,6.00E-01
PIGR,5284,-2.13
RNF185,91445,-5.10E-01
YTHDF1,54915,9.76E-01
GPR56,9289,1.3
SYP,6855,-3.54E-01
ZNF473,25888,5.76E-01
LSM12,124801,6.15E-01
TIMM9,26520,8.56E-01
BAIAP2L2,80115,-6.99E-01
FRMD5,84978,1.64
GPR180,160897,1.14
MPP6,51678,1.32
UPF3B,65109,9.48E-01
PRRG2,5639,-7.11E-01
MRTO4,51154,1.24
DHRS11,79154,-2.08
IGSF9,57549,-1.72
AP1B1,162,-6.39E-01
ARHGAP44,9912,-1.81
PMPCB,9512,5.79E-01
HCG18,414777,7.24E-01
CAMK4,814,-6.88E-01
PROM2,150696,-2.04
HDAC8,55869,4.14E-01
CPT2,1376,-1.31
TBC1D22B,55633,-4.70E-01
RSL24D1,51187,8.08E-01
RRM2B,50484,9.18E-01
ANKRD13A,88455,-7.30E-01
KIRREL3,84623,-4.03E-01
CREG1,8804,8.47E-01
CMAHP,8418,-1.64
CKS1B,1163,1.2
PLEKHG4,25894,1.12
DCLRE1C,64421,7.67E-01
FCRL4,83417,-3.62E-01
ACP6,51205,9.11E-01
DEK,7913,7.28E-01
XPO1,7514,7.60E-01
LOC100506130,100506130,7.22E-01
RABGAP1L,9910,9.24E-01
LSM5,23658,8.90E-01
MFSD4,148808,-2.09
HAGLR,401022,-1.46
RAB39B,116442,-3.55E-01
VILL,50853,-1.81
CENPH,64946,1.37
RPS7,6201,1.09
UPP1,7378,-1.88
ARID2,196528,5.10E-01
THSD4,79875,-1.47
NUP35,129401,1.32
BRCA2,675,5.78E-01
SFXN5,94097,-6.74E-01
C1orf74,148304,4.68E-01
POC5,134359,8.96E-01
RBM22,55696,6.16E-01
DACH1,1602,2.52
ATF3,467,-3.40E-01
BOP1,23246,4.59E-01
SLC18A2,6571,-4.29E-01
STAU2,27067,7.81E-01
BMP4,652,2.15
PRPF4,9128,1.18
DST,667,-1.07
LINC00998,401397,6.13E-01
KIAA1614-AS1,103344928,4.32E-01
FSD1L,83856,4.32E-01
SNHG15,285958,1.08
ARHGAP1,392,-5.72E-01
EPHA10,284656,-1.18
ABI2,10152,6.46E-01
CTHRC1,115908,3.15
MBOAT1,154141,-1.34
HENMT1,113802,1.11
TRIOBP,11078,-5.20E-01
LAS1L,81887,9.15E-01
AP2A2,161,-4.57E-01
CBLL1,79872,9.47E-01
CLMN,79789,-1.68
LOC100506728,100506728,9.36E-01
UTP6,55813,8.05E-01
TIGD1,200765,1.32
AVPI1,60370,-1.12
YTHDC2,64848,8.92E-01
TTC8,123016,1.26
RFC4,5984,1.39
RASSF3,283349,-8.11E-01
TMTC4,84899,9.42E-01
PGK1,5230,1.18
LINC00920,100505865,1.06
PC,5091,-1.42
PSMG4,389362,1.18
CDKL1,8814,-9.30E-01
ATP6V1C2,245973,1.54
PXYLP1,92370,1.19
JAM2,58494,-1.81
EXOSC3,51010,9.54E-01
UBAP2,55833,6.20E-01
Sep-09,10801,-6.20E-01
FBXO41,150726,1.01
PSTK,118672,7.92E-01
POC1B,282809,9.03E-01
CFH,3075,-2.09
MAOA,4128,-1.87
GBAP1,2630,-8.18E-01
CFDP1,10428,-7.25E-01
WWP1,11059,7.73E-01
ZNF281,23528,8.26E-01
PNPLA7,375775,-5.42E-01
B3GALT5,10317,-1.44
ARHGEF9,23229,-9.46E-01
POMZP3,22932,9.26E-01
SERTAD3,29946,-7.96E-01
TTC9C,283237,6.68E-01
BMP2K,55589,-9.86E-01
NELL1,4745,-3.78E-01
FSIP1,161835,-6.80E-01
FXR2,9513,-5.01E-01
RTN4,57142,-5.52E-01
LOC100506661,100506661,8.47E-01
RAD51B,5890,7.42E-01
TEX30,93081,1.1
B3GNTL1,146712,1.06
GMPS,8833,1
ITGB3BP,23421,1.23
FUT6,2528,-4.54E-01
ZFP69B,65243,7.62E-01
SMG8,55181,1.02
HYI,81888,-6.88E-01
WTAP,9589,-5.36E-01
STK17B,9262,-1.47
SLC6A20,54716,1.86
C19orf45,374877,5.62E-01
KPNA3,3839,1.1
GEMIN5,25929,1.34
PFKM,5213,1.34
FARSB,10056,8.37E-01
SCARB1,949,1.12
LOC729680,729680,2.06
IFITM2,10581,1.09
CELSR3,1951,9.02E-01
USP48,84196,1.12
KIAA1257,57501,9.39E-01
AHCYL2,23382,-2.22
ZFYVE28,57732,-6.41E-01
BLOC1S1,2647,-7.29E-01
C1orf115,79762,-2
ZNF592,9640,-5.15E-01
MEF2C,4208,-1.33
PPM1A,5494,-8.28E-01
PPP1R12C,54776,-5.77E-01
SMPDL3A,10924,-2.23
POLD4,57804,-1.01
SGSH,6448,-6.15E-01
Mar-09,92979,5.38E-01
ARHGAP17,55114,-8.15E-01
RPS27L,51065,-1.18
URGCP,55665,-7.80E-01
SP2,6668,-6.39E-01
DHX30,22907,6.89E-01
TBCK,93627,7.56E-01
DERL2,51009,-7.48E-01
COA1,55744,1.11
MLH3,27030,3.58E-01
LOC100289632,100289632,-9.98E-01
MPP5,64398,-8.99E-01
STK38L,23012,8.97E-01
AUTS2,26053,8.78E-01
CIDEC,63924,-1.5
HN1L,90861,7.44E-01
TRAP1,10131,1.24
ARID1A,8289,-5.51E-01
SPRYD7,57213,1.05
PPFIBP1,8496,1.12
ATP9B,374868,-9.91E-01
GFI1B,8328,-5.48E-01
SLC25A44,9673,-5.46E-01
VIPR1,7433,-1.42
ANKRD12,23253,-1.14
KANSL2,54934,5.71E-01
DCTN2,10540,-4.44E-01
TRMT112,51504,1.01
SIDT1,54847,-1.93
SLC35A4,113829,-8.35E-01
VDAC2,7417,-7.40E-01
SGMS2,166929,-1.04
TGFBRAP1,9392,7.01E-01
CDKN2B-AS1,100048912,-1.1
TTC27,55622,1.19
SSFA2,6744,-1.23
TCF20,6942,5.71E-01
RPS6,6194,6.11E-01
POGK,57645,9.59E-01
GALM,130589,-8.81E-01
SMAD2,4087,-6.50E-01
C12orf76,400073,5.75E-01
DYNC1LI2,1783,-6.17E-01
GGCT,79017,9.75E-01
RPS18,6222,4.08E-01
WDR90,197335,-2.81E-01
IFITM3,10410,1.17
GRIK1,2897,-2.43E-01
DOCK5,80005,-8.98E-01
SIKE1,80143,5.66E-01
SQRDL,58472,-1.42
LGALSL,29094,-1.04
C7orf43,55262,-5.85E-01
LYRM2,57226,5.05E-01
CKAP5,9793,1.32
SULT2B1,6820,9.78E-01
CILP,8483,-1.56
TTC37,9652,4.47E-01
CFB,629,1.73
CEP78,84131,6.09E-01
RUFY3,22902,9.62E-01
AHCTF1,25909,7.32E-01
PTGER4,5734,-1.54
ATP8A1,10396,-1.36
ZNF174,7727,6.62E-01
CASC7,286109,8.79E-01
NUF2,83540,2.01
DAP3,7818,6.41E-01
FOXN2,3344,3.54E-01
SETBP1,26040,-2.2
LRPPRC,10128,1.04
NUMB,8650,-5.54E-01
GUCD1,83606,-7.26E-01
